model_name,model_file,reasoning_level,recipe_index,recipe_type,recipe_name,predicted_copper_mg,ground_truth_copper_mg,signed_error,absolute_error,relative_error_percent,success,cluster_id,pca_x,pca_y,word_count,paragraph_count,sentence_count,bullet_count,numbered_step_count,json_block_present,usda_reference_count,uncertainty_marker_count,correction_phrase_count,refinement_step_count,ingredient_count,ingredient_mentioned_count,explicit_ingredient_estimate_count,ingredient_coverage_percent,skipped_or_negligible_count,grouping_marker_count,per_100g_count,gram_conversion_count,portion_based_count,division_per_serving_count,sum_statement_count,arithmetic_expression_count,high_copper_reference_count,low_copper_reference_count,estimated_numeric_mg_count,calculation_density,coverage_gap_count,complexity_response_ratio,overestimate_indicator,underestimate_indicator
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,11,anytime_meals,Chicken Sausage Garden Pasta,0.27,0.04,0.23,0.23,575.0,True,14,1.742529413842103,0.0789115106621975,13,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,12,anytime_meals,Roasted Cauliflower Power Salad,0.26,0.12,0.14,0.14,116.66666666666667,True,22,2.1826639427963186,-1.680786956603664,13,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,14,anytime_meals,Apple-Celery Chicken Salad,0.08,0.1,-0.020000000000000004,0.020000000000000004,20.000000000000004,True,-1,1.2327130274203673,0.8085659116327145,13,1,0,0,0,1,0,0,0,0,11,4,4,36.36363636363637,0,0,0,0,2,0,1,0,0,0,0,0.0,7,0.36363636363636365,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.25,0.19,0.06,0.06,31.57894736842105,True,-1,1.749976626461812,-0.5978077185554193,14,1,0,0,0,1,0,0,0,0,15,2,2,13.333333333333334,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.13333333333333333,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,16,desserts,Citrus-Berry Ricotta Parfaits,0.09,0.1,-0.010000000000000009,0.010000000000000009,10.000000000000009,True,5,1.8203839025919435,0.903089589953735,13,1,0,0,0,1,0,0,0,0,6,1,1,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,5,0.16666666666666666,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,17,desserts,Crispy Rice Cereal Treats,0.025,0.02,0.005000000000000001,0.005000000000000001,25.000000000000007,True,-1,1.730673753173177,0.9581102278152814,13,1,0,0,0,1,0,0,0,0,6,1,1,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,5,0.16666666666666666,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,18,desserts,Carob Chip Cranberry Cookies,0.039,0.03,0.009000000000000001,0.009000000000000001,30.000000000000004,True,15,1.9117813370303116,-0.29394525779419844,13,1,0,0,0,1,0,0,0,0,12,1,1,8.333333333333332,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.08333333333333333,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,19,desserts,Pumpkin Cinnamon Bars,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,3,1.764274267216405,-0.04419496687512941,12,1,0,0,0,1,0,0,0,0,12,2,2,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.16666666666666666,0,1
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.036,0.03,0.005999999999999998,0.005999999999999998,19.999999999999996,True,16,1.8912231550471685,-1.1778730119853391,15,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.23,0.16,0.07,0.07,43.75000000000001,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4_mini__reasoning_high,gpt_5_4_mini__reasoning_high.jsonl,high,23,snacks,Trail Mix Snack,0.24,0.1,0.13999999999999999,0.13999999999999999,139.99999999999997,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,0,breakfast,Scrambled Egg & Black Bean Burritos,0.16,0.15,0.010000000000000009,0.010000000000000009,6.666666666666673,True,21,2.073378995385724,-0.43028148195128424,14,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,1,breakfast,Cranberry Carrot Muffins,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,6,2.2299197451445094,-1.19944858651293,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,2,breakfast,Blueberry Banana Pancakes,0.15,0.17,-0.020000000000000018,0.020000000000000018,11.764705882352951,True,8,2.1692240273520413,-0.4847027934710658,12,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.1,0.08,0.020000000000000004,0.020000000000000004,25.000000000000007,True,-1,1.6020557734864806,0.4395739595842577,14,1,0,0,0,1,0,0,0,0,10,2,2,20.0,0,0,0,0,2,0,1,0,0,0,0,0.0,8,0.2,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,4,breakfast,Glorious Green Smoothie Bowl,0.17,0.17,0.0,0.0,0.0,True,2,2.0939134622397693,0.41429511774222083,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.09,0.04,0.049999999999999996,0.049999999999999996,124.99999999999997,True,18,2.0010769621455626,-0.9865446508356727,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,6,anytime_meals,Chicken and Broccoli Piccata,0.16,0.13,0.03,0.03,23.076923076923077,True,18,2.0010769621455626,-0.9865446508356727,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.2,0.12,0.08000000000000002,0.08000000000000002,66.66666666666669,True,-1,1.3989888338171363,-0.6928655417609227,14,1,0,0,0,1,0,0,0,0,18,4,4,22.22222222222222,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.2222222222222222,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.18,0.09,0.09,0.09,100.0,True,19,2.043281222852814,-0.7979061221091528,14,1,0,0,0,1,0,0,0,0,13,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.08,0.14,-0.06000000000000001,0.06000000000000001,42.85714285714286,True,9,2.084402142653454,-0.3171670783601833,15,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.23,0.14,0.09,0.09,64.28571428571428,True,23,2.164422572074426,-1.5024001715140805,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,11,anytime_meals,Chicken Sausage Garden Pasta,0.2,0.04,0.16,0.16,400.0,True,14,1.742529413842103,0.0789115106621975,13,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,12,anytime_meals,Roasted Cauliflower Power Salad,0.25,0.12,0.13,0.13,108.33333333333334,True,-1,2.032846249441825,-1.4260428793725557,13,1,0,0,0,1,0,0,0,0,18,1,1,5.555555555555555,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.05555555555555555,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,13,anytime_meals,Simple Greek Salad,0.21,0.12,0.09,0.09,75.0,True,24,2.15538352517386,-1.3231143969118495,12,1,0,0,0,1,0,0,0,0,16,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,16,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,14,anytime_meals,Apple-Celery Chicken Salad,0.08,0.1,-0.020000000000000004,0.020000000000000004,20.000000000000004,True,7,1.9848196917908338,-0.5157576875527575,13,1,0,0,0,1,0,0,0,0,11,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.16,0.19,-0.03,0.03,15.789473684210526,True,6,2.1633392311678143,-1.2102996564916313,14,1,0,0,0,1,0,0,0,0,15,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,16,desserts,Citrus-Berry Ricotta Parfaits,0.07,0.1,-0.03,0.03,30.0,True,5,2.0902869388376804,0.40842978466038204,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,17,desserts,Crispy Rice Cereal Treats,0.02,0.02,0.0,0.0,0.0,True,2,1.7635647945648882,0.8987031793986374,13,1,0,0,0,1,0,0,0,0,6,1,1,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,5,0.16666666666666666,0,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,18,desserts,Carob Chip Cranberry Cookies,0.05,0.03,0.020000000000000004,0.020000000000000004,66.66666666666669,True,15,1.9117813370303116,-0.29394525779419844,13,1,0,0,0,1,0,0,0,0,12,1,1,8.333333333333332,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.08333333333333333,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,19,desserts,Pumpkin Cinnamon Bars,0.05,0.06,-0.009999999999999995,0.009999999999999995,16.66666666666666,True,8,2.123952325371014,-0.6736409853684684,12,1,0,0,0,1,0,0,0,0,12,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.07,0.03,0.04000000000000001,0.04000000000000001,133.33333333333337,True,-1,1.2439182444726964,-0.06293041183600816,15,1,0,0,0,1,0,0,0,0,15,4,4,26.666666666666668,0,0,0,0,3,0,1,0,0,0,0,0.0,11,0.26666666666666666,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.24,0.16,0.07999999999999999,0.07999999999999999,49.999999999999986,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,22,snacks,Avocado Toast with Feta,0.12,0.23,-0.11000000000000001,0.11000000000000001,47.82608695652174,True,4,1.9238738876350412,0.9239856421679072,13,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,23,snacks,Trail Mix Snack,0.14,0.1,0.04000000000000001,0.04000000000000001,40.00000000000001,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,24,snacks,Almond Butter Apple Snack,0.19,0.14,0.04999999999999999,0.04999999999999999,35.7142857142857,True,11,1.8794354401973017,1.1679444719268564,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_mini__reasoning_low,gpt_5_4_mini__reasoning_low.jsonl,low,25,snacks,Hummus with Bell Pepper,0.15,0.14,0.009999999999999981,0.009999999999999981,7.142857142857128,True,11,1.8794354401973017,1.1679444719268564,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,1,breakfast,Cranberry Carrot Muffins,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,6,2.0680935175008917,-0.9207129364755974,12,1,0,0,0,1,0,0,0,0,15,1,1,6.666666666666667,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.06666666666666667,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,2,breakfast,Blueberry Banana Pancakes,0.19,0.17,0.01999999999999999,0.01999999999999999,11.764705882352935,True,15,1.891487211840658,-0.09860125581315157,12,1,0,0,0,1,0,0,0,0,11,1,1,9.090909090909092,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.09090909090909091,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.08,0.08,0.0,0.0,0.0,True,2,2.030650475900174,-0.32125382574439854,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.33,0.12,0.21000000000000002,0.21000000000000002,175.00000000000003,True,-1,1.3989888338171363,-0.6928655417609227,14,1,0,0,0,1,0,0,0,0,18,4,4,22.22222222222222,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.2222222222222222,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.08,0.14,-0.06000000000000001,0.06000000000000001,42.85714285714286,True,3,1.691765922905247,0.3845533217227114,14,1,0,0,0,1,0,0,0,0,10,2,2,20.0,0,0,0,0,2,0,1,0,0,0,0,0.0,8,0.2,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,11,anytime_meals,Chicken Sausage Garden Pasta,0.24,0.04,0.19999999999999998,0.19999999999999998,499.9999999999999,True,-1,1.346825752820121,0.7803322475742098,13,1,0,0,0,1,0,0,0,0,10,3,3,30.0,0,0,0,0,2,0,1,0,0,0,0,0.0,7,0.3,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,13,anytime_meals,Simple Greek Salad,0.11,0.12,-0.009999999999999995,0.009999999999999995,8.33333333333333,True,6,2.0877706473074302,-1.1083962245383976,12,1,0,0,0,1,0,0,0,0,16,1,1,6.25,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0625,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,14,anytime_meals,Apple-Celery Chicken Salad,0.05,0.1,-0.05,0.05,50.0,True,-1,1.2327130274203673,0.8085659116327145,13,1,0,0,0,1,0,0,0,0,11,4,4,36.36363636363637,0,0,0,0,2,0,1,0,0,0,0,0.0,7,0.36363636363636365,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.18,0.19,-0.010000000000000009,0.010000000000000009,5.263157894736847,True,6,2.1633392311678143,-1.2102996564916313,14,1,0,0,0,1,0,0,0,0,15,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,16,desserts,Citrus-Berry Ricotta Parfaits,0.085,0.1,-0.015,0.015,15.0,True,5,2.0902869388376804,0.40842978466038204,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,17,desserts,Crispy Rice Cereal Treats,0.021,0.02,0.0010000000000000009,0.0010000000000000009,5.000000000000004,True,-1,1.730673753173177,0.9581102278152814,13,1,0,0,0,1,0,0,0,0,6,1,1,16.666666666666664,0,0,0,0,2,0,1,0,0,0,0,0.0,5,0.16666666666666666,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,18,desserts,Carob Chip Cranberry Cookies,0.05,0.03,0.020000000000000004,0.020000000000000004,66.66666666666669,True,20,2.0916203661076165,-0.608668267040868,13,1,0,0,0,1,0,0,0,0,12,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,19,desserts,Pumpkin Cinnamon Bars,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,8,2.123952325371014,-0.6736409853684684,12,1,0,0,0,1,0,0,0,0,12,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,22,snacks,Avocado Toast with Feta,0.11,0.23,-0.12000000000000001,0.12000000000000001,52.17391304347826,True,1,0.5737807358872364,3.4875858343280672,13,1,0,0,0,1,0,0,0,0,3,3,3,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,0,1
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,23,snacks,Trail Mix Snack,0.15,0.1,0.04999999999999999,0.04999999999999999,49.999999999999986,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,24,snacks,Almond Butter Apple Snack,0.19,0.14,0.04999999999999999,0.04999999999999999,35.7142857142857,True,1,0.6191173103583689,3.59675845088703,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,25,snacks,Hummus with Bell Pepper,0.15,0.14,0.009999999999999981,0.009999999999999981,7.142857142857128,True,1,0.6191173103583689,3.59675845088703,13,1,0,0,0,1,0,0,0,0,2,2,2,100.0,0,0,0,0,2,0,1,0,0,0,0,0.0,0,1.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,0,breakfast,Scrambled Egg & Black Bean Burritos,0.17,0.15,0.020000000000000018,0.020000000000000018,13.333333333333346,True,15,1.8853523292931071,-0.09920058215491631,14,1,0,0,0,1,0,0,0,0,11,1,1,9.090909090909092,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.09090909090909091,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,4,breakfast,Glorious Green Smoothie Bowl,0.17,0.17,0.0,0.0,0.0,True,2,2.0939134622397693,0.41429511774222083,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.1,0.04,0.060000000000000005,0.060000000000000005,150.0,True,18,2.0010769621455626,-0.9865446508356727,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,6,anytime_meals,Chicken and Broccoli Piccata,0.13,0.13,0.0,0.0,0.0,True,2,2.033968003537274,-1.0459516992523166,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,0,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.25,0.09,0.16,0.16,177.7777777777778,True,19,2.043281222852814,-0.7979061221091528,14,1,0,0,0,1,0,0,0,0,13,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.28,0.14,0.14,0.14,100.0,True,23,2.164422572074426,-1.5024001715140805,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,12,anytime_meals,Roasted Cauliflower Power Salad,0.26,0.12,0.14,0.14,116.66666666666667,True,22,2.1826639427963186,-1.680786956603664,13,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.033,0.03,0.0030000000000000027,0.0030000000000000027,10.000000000000009,True,16,1.8912231550471685,-1.1778730119853391,15,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_mini__reasoning_medium,gpt_5_4_mini__reasoning_medium.jsonl,medium,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.2,0.16,0.04000000000000001,0.04000000000000001,25.000000000000007,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.43,0.16,0.27,0.27,168.75,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,22,snacks,Avocado Toast with Feta,0.1,0.23,-0.13,0.13,56.52173913043478,True,4,1.920806446361266,0.923685978997025,14,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,23,snacks,Trail Mix Snack,0.34,0.1,0.24000000000000002,0.24000000000000002,240.0,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,24,snacks,Almond Butter Apple Snack,0.22,0.14,0.07999999999999999,0.07999999999999999,57.14285714285713,True,11,1.8763679989235265,1.167644808755974,14,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,25,snacks,Hummus with Bell Pepper,0.24,0.14,0.09999999999999998,0.09999999999999998,71.4285714285714,True,11,1.8763679989235265,1.167644808755974,14,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,0,breakfast,Scrambled Egg & Black Bean Burritos,0.26,0.15,0.11000000000000001,0.11000000000000001,73.33333333333336,True,21,2.0703115541119486,-0.4305811451221666,15,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,1,breakfast,Cranberry Carrot Muffins,0.068,0.06,0.008000000000000007,0.008000000000000007,13.333333333333346,True,25,2.1371421544519675,-1.144727611822266,13,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,2,breakfast,Blueberry Banana Pancakes,0.24,0.17,0.06999999999999998,0.06999999999999998,41.17647058823528,True,21,2.0764464366594995,-0.42998181878040187,13,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_4_nano__reasoning_high,gpt_5_4_nano__reasoning_high.jsonl,high,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.077,0.08,-0.0030000000000000027,0.0030000000000000027,3.7500000000000036,True,9,2.084402142653454,-0.3171670783601833,15,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,1
